Year,State,Data_Value,Sex,lon,lat,AVG(Data_Value)
2003,SD,17.6,Male,-98.56169554,43.71801781,138.12960000000004
2004,SD,19.0,Male,-98.56169554,43.71801781,151.5496
2005,SD,20.9,Male,-98.56169554,43.71801781,166.74240000000003
2006,SD,21.7,Male,-98.56169554,43.71801781,170.11279999999996
2007,SD,19.8,Male,-98.56169554,43.71801781,163.87840000000008
2008,SD,18.8,Male,-98.56169554,43.71801781,165.008
2009,SD,20.8,Male,-98.56169554,43.71801781,163.49679999999995
2010,SD,20.3,Male,-98.56169554,43.71801781,176.568
2011,SD,22.1,Male,-98.56169554,43.71801781,194.40239999999997
2012,SD,23.2,Male,-98.56169554,43.71801781,199.796
2013,SD,22.3,Male,-98.56169554,43.71801781,196.0976
2014,SD,25.5,Male,-98.56169554,43.71801781,210.19920000000016
2015,SD,30.7,Male,-98.56169554,43.71801781,216.9359999999999
2016,SD,33.5,Male,-98.56169554,43.71801781,214.9048
2017,SD,33.2,Male,-98.56169554,43.71801781,229.00080000000003
2018,SD,34.6,Male,-98.56169554,43.71801781,234.3896
2019,SD,36.3,Male,-98.56169554,43.71801781,250.32400000000004
2000,TN,20.5,Female,-84.19901924,36.11870687,238.5180555555557
2001,TN,22.1,Female,-84.19901924,36.11870687,255.2605555555557
2002,TN,20.0,Female,-84.19901924,36.11870687,262.38305555555536
2003,TN,23.4,Female,-84.19901924,36.11870687,275.86833333333345
2004,TN,24.0,Female,-84.19901924,36.11870687,278.59666666666647
2005,TN,25.9,Female,-84.19901924,36.11870687,280.864722222222
2006,TN,28.1,Female,-84.19901924,36.11870687,269.50111111111124
2007,TN,29.0,Female,-84.19901924,36.11870687,267.5047222222223
2008,TN,33.8,Female,-84.19901924,36.11870687,274.3799999999998
2009,TN,36.6,Female,-84.19901924,36.11870687,266.9327777777779
2010,TN,39.8,Female,-84.19901924,36.11870687,265.9169444444445
2011,TN,39.9,Female,-84.19901924,36.11870687,264.5761111111113
2012,TN,44.2,Female,-84.19901924,36.11870687,261.53805555555545
2013,TN,41.0,Female,-84.19901924,36.11870687,262.20305555555547
2014,TN,49.2,Female,-84.19901924,36.11870687,256.9763888888886
2015,TN,51.9,Female,-84.19901924,36.11870687,260.00666666666655
2016,TN,51.2,Female,-84.19901924,36.11870687,259.7950000000001
2017,TN,47.9,Female,-84.19901924,36.11870687,281.62555555555576
2018,TN,49.6,Female,-84.19901924,36.11870687,303.9569444444443
2019,TN,52.7,Female,-84.19901924,36.11870687,334.8019444444445
2000,TX,25.1,Female,-95.65250477,31.81345604,203.43139678615583
2001,TX,23.6,Female,-95.65250477,31.81345604,210.18306551297903
2002,TX,25.3,Female,-95.65250477,31.81345604,221.20630407911008
2003,TX,28.4,Female,-95.65250477,31.81345604,227.09901112484522
2004,TX,28.9,Female,-95.65250477,31.81345604,223.81644004944357
2005,TX,26.0,Female,-95.65250477,31.81345604,223.15859085290498
2006,TX,23.4,Female,-95.65250477,31.81345604,207.5042027194068
2007,TX,20.5,Female,-95.65250477,31.81345604,213.41013597033384
2008,TX,21.4,Female,-95.65250477,31.81345604,211.6651421508036
2009,TX,21.0,Female,-95.65250477,31.81345604,211.87132262051904
2010,TX,20.8,Female,-95.65250477,31.81345604,221.46625463535267
2011,TX,24.2,Female,-95.65250477,31.81345604,221.54004944375782
2012,TX,27.4,Female,-95.65250477,31.81345604,230.47700865265793
2013,TX,32.7,Female,-95.65250477,31.81345604,242.14993819530278
2014,TX,33.4,Female,-95.65250477,31.81345604,246.12076637824475
2015,TX,33.7,Female,-95.65250477,31.81345604,252.61161928306552
2016,TX,40.6,Female,-95.65250477,31.81345604,255.32373300370836
2017,TX,49.4,Female,-95.65250477,31.81345604,269.624845488257
2018,TX,46.2,Female,-95.65250477,31.81345604,263.5227441285539
2019,TX,49.7,Female,-95.65250477,31.81345604,288.93250927070505
2000,UT,12.2,Female,-113.23538944,38.3569994,132.0121951219512
2001,UT,12.0,Female,-113.23538944,38.3569994,129.99390243902437
2002,UT,12.3,Female,-113.23538944,38.3569994,136.0987804878049
2003,UT,9.8,Female,-113.23538944,38.3569994,129.14999999999998
2004,UT,10.2,Female,-113.23538944,38.3569994,124.13170731707318
2005,UT,10.0,Female,-113.23538944,38.3569994,127.54878048780488
2006,UT,10.4,Female,-113.23538944,38.3569994,127.90121951219511
2007,UT,11.3,Female,-113.23538944,38.3569994,126.05487804878047
2008,UT,10.9,Female,-113.23538944,38.3569994,118.1378048780488
2009,UT,12.3,Female,-113.23538944,38.3569994,112.29024390243909
2010,UT,12.2,Female,-113.23538944,38.3569994,117.0548780487805
2011,UT,12.0,Female,-113.23538944,38.3569994,126.01219512195118
2012,UT,11.8,Female,-113.23538944,38.3569994,122.7060975609756
2013,UT,12.4,Female,-113.23538944,38.3569994,125.24390243902444
2014,UT,12.1,Female,-113.23538944,38.3569994,118.93902439024389
2015,UT,12.9,Female,-113.23538944,38.3569994,128.58658536585364
2016,UT,12.9,Female,-113.23538944,38.3569994,131.81341463414634
2017,UT,15.1,Female,-113.23538944,38.3569994,140.25731707317073
2018,UT,14.4,Female,-113.23538944,38.3569994,145.84756097560975
2019,UT,15.9,Female,-113.23538944,38.3569994,158.6475609756097
2000,VA,41.5,Male,-75.63622543,37.76654016,217.5248888888889
2001,VA,46.8,Male,-75.63622543,37.76654016,215.50822222222226
2002,VA,50.4,Male,-75.63622543,37.76654016,225.3686666666666
2003,VA,48.2,Male,-75.63622543,37.76654016,225.56599999999986
2004,VA,51.3,Male,-75.63622543,37.76654016,220.5837777777776
2005,VA,55.3,Male,-75.63622543,37.76654016,220.26333333333332
2006,VA,67.7,Male,-75.63622543,37.76654016,206.54933333333332
2007,VA,68.1,Male,-75.63622543,37.76654016,200.82955555555546
2008,VA,64.2,Male,-75.63622543,37.76654016,200.80422222222202
2009,VA,69.0,Male,-75.63622543,37.76654016,195.75422222222227
2010,VA,62.3,Male,-75.63622543,37.76654016,194.77155555555558
2011,VA,47.6,Male,-75.63622543,37.76654016,182.76000000000002
2012,VA,53.2,Male,-75.63622543,37.76654016,183.11911111111115
2013,VA,59.9,Male,-75.63622543,37.76654016,178.10111111111112
2014,VA,66.0,Male,-75.63622543,37.76654016,181.17822222222225
2015,VA,70.8,Male,-75.63622543,37.76654016,185.60222222222208
2016,VA,89.4,Male,-75.63622543,37.76654016,187.1266666666666
2017,VA,94.8,Male,-75.63622543,37.76654016,188.95955555555554
2018,VA,78.3,Male,-75.63622543,37.76654016,194.95222222222228
2019,VA,79.2,Male,-75.63622543,37.76654016,203.67955555555565
2000,VT,11.9,Female,-73.14045947,44.03121029,223.63617021276596
2001,VT,13.1,Female,-73.14045947,44.03121029,224.84680851063828
2002,VT,13.9,Female,-73.14045947,44.03121029,251.77234042553187
2003,VT,13.6,Female,-73.14045947,44.03121029,268.7531914893617
2004,VT,15.0,Female,-73.14045947,44.03121029,293.03404255319157
2005,VT,15.4,Female,-73.14045947,44.03121029,273.50425531914885
2006,VT,15.3,Female,-73.14045947,44.03121029,271.7914893617021
2007,VT,16.4,Female,-73.14045947,44.03121029,313.5191489361703
2008,VT,14.9,Female,-73.14045947,44.03121029,313.0872340425532
2009,VT,15.5,Female,-73.14045947,44.03121029,297.1787234042553
2010,VT,16.3,Female,-73.14045947,44.03121029,306.0489361702128
2011,VT,15.1,Female,-73.14045947,44.03121029,302.268085106383
2012,VT,13.6,Female,-73.14045947,44.03121029,327.70851063829787
2013,VT,15.7,Female,-73.14045947,44.03121029,321.563829787234
2014,VT,18.5,Female,-73.14045947,44.03121029,355.11702127659566
2015,VT,15.2,Female,-73.14045947,44.03121029,347.1829787234042
2016,VT,14.0,Female,-73.14045947,44.03121029,343.03404255319157
2017,VT,15.7,Female,-73.14045947,44.03121029,349.9829787234042
2018,VT,16.0,Female,-73.14045947,44.03121029,370.59361702127654
2019,VT,15.6,Female,-73.14045947,44.03121029,376.6659574468086
2000,WA,14.5,Female,-118.56053631,46.98345425,199.52481751824808
2001,WA,16.0,Female,-118.56053631,46.98345425,207.85474452554743
2002,WA,15.4,Female,-118.56053631,46.98345425,218.3781021897811
2003,WA,16.8,Female,-118.56053631,46.98345425,229.08832116788312
2004,WA,20.7,Female,-118.56053631,46.98345425,238.61751824817532
2005,WA,21.2,Female,-118.56053631,46.98345425,242.84160583941613
2006,WA,21.0,Female,-118.56053631,46.98345425,240.65839416058387
2007,WA,22.3,Female,-118.56053631,46.98345425,246.9182481751825
2008,WA,25.4,Female,-118.56053631,46.98345425,247.66131386861312
2009,WA,25.3,Female,-118.56053631,46.98345425,233.47007299270078
2010,WA,24.1,Female,-118.56053631,46.98345425,232.61605839416055
2011,WA,24.3,Female,-118.56053631,46.98345425,232.73795620437951
2012,WA,22.0,Female,-118.56053631,46.98345425,226.0189781021898
2013,WA,22.2,Female,-118.56053631,46.98345425,230.74598540145982
2014,WA,21.6,Female,-118.56053631,46.98345425,222.91532846715336
2015,WA,20.8,Female,-118.56053631,46.98345425,219.10875912408756
2016,WA,19.9,Female,-118.56053631,46.98345425,222.92992700729934
2017,WA,22.1,Female,-118.56053631,46.98345425,234.0868613138686
2018,WA,21.1,Female,-118.56053631,46.98345425,240.44379562043798
2019,WA,21.2,Female,-118.56053631,46.98345425,238.72627737226279
2000,WI,11.3,Female,-89.77046432,43.96942085,176.45862068965525
2001,WI,11.2,Female,-89.77046432,43.96942085,177.93831417624523
2002,WI,10.7,Female,-89.77046432,43.96942085,186.51455938697322
2003,WI,11.9,Female,-89.77046432,43.96942085,190.5877394636013
2004,WI,11.1,Female,-89.77046432,43.96942085,187.3245210727969
2005,WI,12.8,Female,-89.77046432,43.96942085,193.26053639846725
2006,WI,12.4,Female,-89.77046432,43.96942085,180.13295019157087
2007,WI,14.2,Female,-89.77046432,43.96942085,173.53295019157088
2008,WI,16.1,Female,-89.77046432,43.96942085,182.42681992337165
2009,WI,18.8,Female,-89.77046432,43.96942085,170.78850574712644
2010,WI,20.5,Female,-89.77046432,43.96942085,177.64942528735637
2011,WI,26.5,Female,-89.77046432,43.96942085,187.85977011494228
2012,WI,26.7,Female,-89.77046432,43.96942085,185.8095785440613
2013,WI,30.1,Female,-89.77046432,43.96942085,196.24827586206897
2014,WI,36.0,Female,-89.77046432,43.96942085,215.35478927203064
2015,WI,39.0,Female,-89.77046432,43.96942085,221.68620689655168
2016,WI,43.2,Female,-89.77046432,43.96942085,227.63218390804604
2017,WI,44.3,Female,-89.77046432,43.96942085,250.08505747126424
2018,WI,39.1,Female,-89.77046432,43.96942085,246.06053639846758
2019,WI,37.6,Female,-89.77046432,43.96942085,262.90383141762453
2000,WV,25.6,Female,-80.003607,39.13281536,256.38829268292676
2001,WV,28.6,Female,-80.003607,39.13281536,260.16146341463406
2002,WV,27.9,Female,-80.003607,39.13281536,273.6102439024389
2003,WV,32.2,Female,-80.003607,39.13281536,274.27951219512187
2004,WV,35.3,Female,-80.003607,39.13281536,274.3707317073172
2005,WV,30.2,Female,-80.003607,39.13281536,275.2936585365853
2006,WV,27.4,Female,-80.003607,39.13281536,266.7585365853658
2007,WV,25.7,Female,-80.003607,39.13281536,266.199024390244
2008,WV,24.6,Female,-80.003607,39.13281536,259.12341463414634
2009,WV,25.2,Female,-80.003607,39.13281536,243.94634146341457
2010,WV,27.3,Female,-80.003607,39.13281536,244.59658536585385
2011,WV,26.0,Female,-80.003607,39.13281536,240.23121951219505
2012,WV,28.3,Female,-80.003607,39.13281536,241.74341463414623
2013,WV,29.0,Female,-80.003607,39.13281536,234.60390243902438
2014,WV,29.7,Female,-80.003607,39.13281536,232.91609756097554
2015,WV,31.1,Female,-80.003607,39.13281536,227.0536585365854
2016,WV,29.3,Female,-80.003607,39.13281536,230.3336585365854
2017,WV,29.2,Female,-80.003607,39.13281536,235.3668292682928
2018,WV,25.8,Female,-80.003607,39.13281536,231.89512195121958
2019,WV,26.2,Female,-80.003607,39.13281536,252.92195121951238
2000,WY,10.5,Female,-105.72403288,41.65475013,133.35714285714292
2001,WY,10.0,Female,-105.72403288,41.65475013,136.5792207792209
2002,WY,11.4,Female,-105.72403288,41.65475013,139.03766233766237
2003,WY,11.9,Female,-105.72403288,41.65475013,142.29999999999995
2004,WY,10.7,Female,-105.72403288,41.65475013,133.85064935064935
2005,WY,11.3,Female,-105.72403288,41.65475013,138.29610389610383
2006,WY,11.7,Female,-105.72403288,41.65475013,139.01038961038964
2007,WY,13.0,Female,-105.72403288,41.65475013,129.95324675324676
2008,WY,14.6,Female,-105.72403288,41.65475013,125.87012987012992
2009,WY,15.3,Female,-105.72403288,41.65475013,118.47662337662337
2010,WY,14.0,Female,-105.72403288,41.65475013,126.88051948051947
2011,WY,14.1,Female,-105.72403288,41.65475013,132.1857142857143
2012,WY,14.5,Female,-105.72403288,41.65475013,135.29740259740262
2013,WY,15.3,Female,-105.72403288,41.65475013,140.68051948051954
2014,WY,16.0,Female,-105.72403288,41.65475013,141.54415584415588
2015,WY,15.5,Female,-105.72403288,41.65475013,155.28181818181815
2016,WY,16.8,Female,-105.72403288,41.65475013,167.5415584415585
2017,WY,17.0,Female,-105.72403288,41.65475013,184.58051948051946
2018,WY,17.8,Female,-105.72403288,41.65475013,190.8207792207792
2019,WY,18.8,Female,-105.72403288,41.65475013,204.2896103896104
